Feature,LightGBM_Gain,XGBoost_Gain,CatBoost_Gain,Abs_Correlation,LGBM_Norm,XGB_Norm,CB_Norm,Corr_Norm,Tree_Score,NN_Score,Combined_Score
GRP_gender_tenure_diff,2495.320372533798,0.000783500075340271,0.5575647140654064,0.4184437181860384,0.001912895792228355,0.002072478432783949,0.07453308019116936,0.7188633440056168,0.02617281813872722,0.7188633440056168,0.2339799758987941
RFM_recency,862.2425542831421,0.0,0.559386759328748,0.4184534868331678,0.0006609893351263902,0.0,0.07477664410814393,0.7188801260052899,0.02514587781442344,0.7188801260052899,0.23326615227168337
tenure,579.5802333831787,0.002631358662620187,0.5045305157805429,0.4184534868331678,0.000444302303584224,0.0069603491420612154,0.06744367504424247,0.7188801260052899,0.024949442163295966,0.7188801260052899,0.23312864731589414
CROSS_PaperlessBilling_PaymentMethod,23829.09349076748,0.0038820539601147177,1.8076042173236828,0.32941592878744186,0.018267222587061933,0.010268630929929592,0.2416334941667015,0.5659184875887514,0.09005644922789767,0.5659184875887514,0.23281506073615377
is_fiber,452.43198547363284,0.0,0.5161185803316037,0.4188189197518671,0.00034683131304828486,0.0,0.0689927223972343,0.7195079197049652,0.023113184570094192,0.7195079197049652,0.23203160511055548
log_tenure,285.6654477119446,0.0062396293389610944,0.014639065691225925,0.43789953994986097,0.00021898920833092605,0.016504781097751314,0.0019568933068457137,0.7522873780767905,0.006226887870975984,0.7522873780767905,0.23004503493272033
GRP_InternetService_MonthlyCharges_mean,739.3773178100586,0.03835297673940659,0.004056714680145336,0.39634915466658255,0.0005668016723126367,0.1014495334808542,0.0005422858243007417,0.680906096410185,0.03418620699248919,0.680906096410185,0.22820217381779792
FREQ_InternetService,25.28699951171875,0.0,0.30126791236415285,0.4245143886841684,1.9384843524092253e-05,0.0,0.040272321588538544,0.7292924227681321,0.013430568810687547,0.7292924227681321,0.2281891249979209
ORIG_churn_by_tenure_bucket,0.0,7.031388668110594e-06,0.285230436258912,0.4221129960163612,0.0,1.8599106529571073e-05,0.0381284942220247,0.7251669619512416,0.012715697776184759,0.7251669619512416,0.22645107702870182
ORIG_tenure_median_diff,306.9748264789581,0.0,0.33741625832490724,0.4184534868331678,0.0002353248345804041,0.0,0.0451044917390244,0.7188801260052899,0.015113272191201602,0.7188801260052899,0.2262433283354281
CROSS_Contract_PaperlessBilling,1146.2957830429077,0.0006344546447508038,0.8019654301053712,0.38922531916513936,0.0008787426272664656,0.0016782303017068502,0.10720361637802182,0.6686677379687839,0.03658686310233172,0.6686677379687839,0.22621112556226736
